year,region,round,team_a,team_b,team_a_seed,team_b_seed,winner
2018,Midwest,Sweet 16,syracuse,duke,11,2,duke
2018,Midwest,Elite 8,kansas,duke,1,2,kansas
2018,South,First,virginia,maryland-baltimore-county,1,16,maryland-baltimore-county
2018,South,First,creighton,kansas-state,8,9,kansas-state
2018,South,First,kentucky,davidson,5,12,kentucky
2018,South,First,arizona,buffalo,4,13,buffalo
2018,South,First,miami-fl,loyola-il,6,11,loyola-il
2018,South,First,tennessee,wright-state,3,14,tennessee
2018,South,First,nevada,texas,7,10,nevada
2018,South,First,cincinnati,georgia-state,2,15,cincinnati
2018,South,Second,maryland-baltimore-county,kansas-state,16,9,kansas-state
2018,South,Second,kentucky,buffalo,5,13,kentucky
2018,South,Second,loyola-il,tennessee,11,3,loyola-il
2018,South,Second,nevada,cincinnati,7,2,nevada
2018,South,Sweet 16,kansas-state,kentucky,9,5,kansas-state
2018,South,Sweet 16,loyola-il,nevada,11,7,loyola-il
2018,South,Elite 8,kansas-state,loyola-il,9,11,loyola-il
2018,West,First,xavier,texas-southern,1,16,xavier
2018,West,First,missouri,florida-state,8,9,florida-state
2018,West,First,ohio-state,south-dakota-state,5,12,ohio-state
2018,West,First,gonzaga,north-carolina-greensboro,4,13,gonzaga
2018,West,First,houston,san-diego-state,6,11,houston
2018,West,First,michigan,montana,3,14,michigan
2018,West,First,texas-am,providence,7,10,texas-am
2018,West,First,north-carolina,lipscomb,2,15,north-carolina
2018,West,Second,xavier,florida-state,1,9,florida-state
2018,West,Second,ohio-state,gonzaga,5,4,gonzaga
2018,West,Second,houston,michigan,6,3,michigan
2018,West,Second,texas-am,north-carolina,7,2,texas-am
2018,West,Sweet 16,florida-state,gonzaga,9,4,florida-state
2018,West,Sweet 16,michigan,texas-am,3,7,michigan
2018,West,Elite 8,florida-state,michigan,9,3,michigan
2018,National,Final 4,villanova,kansas,1,1,villanova
2018,National,Final 4,loyola-il,michigan,11,3,michigan
2018,National,National Championship,villanova,michigan,1,3,villanova
2019,East,First,duke,north-dakota-state,1,16,duke
2019,East,First,virginia-commonwealth,central-florida,8,9,central-florida
2019,East,First,mississippi-state,liberty,5,12,liberty
2019,East,First,virginia-tech,saint-louis,4,13,virginia-tech
2019,East,First,maryland,belmont,6,11,maryland
2019,East,First,louisiana-state,yale,3,14,louisiana-state
2019,East,First,louisville,minnesota,7,10,minnesota
2019,East,First,michigan-state,bradley,2,15,michigan-state
2019,East,Second,duke,central-florida,1,9,duke
2019,East,Second,liberty,virginia-tech,12,4,virginia-tech
2019,East,Second,maryland,louisiana-state,6,3,louisiana-state
2019,East,Second,minnesota,michigan-state,10,2,michigan-state
2019,East,Sweet 16,duke,virginia-tech,1,4,duke
2019,East,Sweet 16,louisiana-state,michigan-state,3,2,michigan-state
2019,East,Elite 8,duke,michigan-state,1,2,michigan-state
2019,Midwest,First,north-carolina,iona,1,16,north-carolina
2019,Midwest,First,utah-state,washington,8,9,washington
2019,Midwest,First,auburn,new-mexico-state,5,12,auburn
2019,Midwest,First,kansas,northeastern,4,13,kansas
2019,Midwest,First,iowa-state,ohio-state,6,11,ohio-state
2019,Midwest,First,houston,georgia-state,3,14,houston
2019,Midwest,First,wofford,seton-hall,7,10,wofford
2019,Midwest,First,kentucky,abilene-christian,2,15,kentucky
2019,Midwest,Second,north-carolina,washington,1,9,north-carolina
2019,Midwest,Second,auburn,kansas,5,4,auburn
2019,Midwest,Second,ohio-state,houston,11,3,houston
2019,Midwest,Second,wofford,kentucky,7,2,kentucky
2019,Midwest,Sweet 16,north-carolina,auburn,1,5,auburn
2019,Midwest,Sweet 16,houston,kentucky,3,2,kentucky
2019,Midwest,Elite 8,auburn,kentucky,5,2,auburn
2019,South,First,virginia,gardner-webb,1,16,virginia
2019,South,First,mississippi,oklahoma,8,9,oklahoma
2019,South,First,wisconsin,oregon,5,12,oregon
2019,South,First,kansas-state,california-irvine,4,13,california-irvine
2019,South,First,villanova,saint-marys-ca,6,11,villanova
2019,South,First,purdue,old-dominion,3,14,purdue
2019,South,First,cincinnati,iowa,7,10,iowa
2019,South,First,tennessee,colgate,2,15,tennessee
2019,South,Second,virginia,oklahoma,1,9,virginia
2019,South,Second,oregon,california-irvine,12,13,oregon
2019,South,Second,villanova,purdue,6,3,purdue
2019,South,Second,iowa,tennessee,10,2,tennessee
2019,South,Sweet 16,virginia,oregon,1,12,virginia
2019,South,Sweet 16,purdue,tennessee,3,2,purdue
2019,South,Elite 8,virginia,purdue,1,3,virginia
2019,West,First,gonzaga,fairleigh-dickinson,1,16,gonzaga
2019,West,First,syracuse,baylor,8,9,baylor
2019,West,First,marquette,murray-state,5,12,murray-state
2019,West,First,florida-state,vermont,4,13,florida-state
2019,West,First,buffalo,arizona-state,6,11,buffalo
2019,West,First,texas-tech,northern-kentucky,3,14,texas-tech
2019,West,First,nevada,florida,7,10,florida
2019,West,First,michigan,montana,2,15,michigan
2019,West,Second,gonzaga,baylor,1,9,gonzaga
2019,West,Second,murray-state,florida-state,12,4,florida-state
2019,West,Second,buffalo,texas-tech,6,3,texas-tech
2019,West,Second,florida,michigan,10,2,michigan
2019,West,Sweet 16,gonzaga,florida-state,1,4,gonzaga
2019,West,Sweet 16,texas-tech,michigan,3,2,texas-tech
2019,West,Elite 8,gonzaga,texas-tech,1,3,texas-tech
2019,National,Final 4,virginia,auburn,1,5,virginia
2019,National,Final 4,texas-tech,michigan-state,3,2,texas-tech
2019,National,National Championship,virginia,texas-tech,1,3,virginia
2021,East,First,michigan,texas-southern,1,16,michigan
2021,East,First,louisiana-state,st-bonaventure,8,9,louisiana-state
2021,East,First,colorado,georgetown,5,12,colorado
2021,East,First,florida-state,north-carolina-greensboro,4,13,florida-state
2021,East,First,brigham-young,ucla,6,11,ucla
2021,East,First,texas,abilene-christian,3,14,abilene-christian
2021,East,First,connecticut,maryland,7,10,maryland
2021,East,First,alabama,iona,2,15,alabama
2021,East,Second,michigan,louisiana-state,1,8,michigan
2021,East,Second,colorado,florida-state,5,4,florida-state
2021,East,Second,ucla,abilene-christian,11,14,ucla
2021,East,Second,maryland,alabama,10,2,alabama
2021,East,Sweet 16,michigan,florida-state,1,4,michigan
2021,East,Sweet 16,ucla,alabama,11,2,ucla
2021,East,Elite 8,michigan,ucla,1,11,ucla
2021,Midwest,First,illinois,drexel,1,16,illinois
2021,Midwest,First,loyola-il,georgia-tech,8,9,loyola-il
2021,Midwest,First,tennessee,oregon-state,5,12,oregon-state
2021,Midwest,First,oklahoma-state,liberty,4,13,oklahoma-state
2021,Midwest,First,san-diego-state,syracuse,6,11,syracuse
2021,Midwest,First,west-virginia,morehead-state,3,14,west-virginia
2021,Midwest,First,clemson,rutgers,7,10,rutgers
2021,Midwest,First,houston,cleveland-state,2,15,houston
2021,Midwest,Second,illinois,loyola-il,1,8,loyola-il
2021,Midwest,Second,oregon-state,oklahoma-state,12,4,oregon-state
2021,Midwest,Second,syracuse,west-virginia,11,3,syracuse
2021,Midwest,Second,rutgers,houston,10,2,houston
2021,Midwest,Sweet 16,loyola-il,oregon-state,8,12,oregon-state
2021,Midwest,Sweet 16,syracuse,houston,11,2,houston
2021,Midwest,Elite 8,oregon-state,houston,12,2,houston
2021,South,First,baylor,hartford,1,16,baylor
2021,South,First,north-carolina,wisconsin,8,9,wisconsin
2021,South,First,villanova,winthrop,5,12,villanova
2021,South,First,purdue,north-texas,4,13,north-texas
2021,South,First,texas-tech,utah-state,6,11,texas-tech
2021,South,First,arkansas,colgate,3,14,arkansas
2021,South,First,florida,virginia-tech,7,10,florida
2021,South,First,ohio-state,oral-roberts,2,15,oral-roberts
2021,South,Second,baylor,wisconsin,1,9,baylor
2021,South,Second,villanova,north-texas,5,13,villanova
2021,South,Second,texas-tech,arkansas,6,3,arkansas
2021,South,Second,florida,oral-roberts,7,15,oral-roberts
2021,South,Sweet 16,baylor,villanova,1,5,baylor
2021,South,Sweet 16,arkansas,oral-roberts,3,15,arkansas
2021,South,Elite 8,baylor,arkansas,1,3,baylor
2021,West,First,gonzaga,norfolk-state,1,16,gonzaga
2021,West,First,oklahoma,missouri,8,9,oklahoma
2021,West,First,creighton,california-santa-barbara,5,12,creighton
2021,West,First,virginia,ohio,4,13,ohio
2021,West,First,southern-california,drake,6,11,southern-california
2021,West,First,kansas,eastern-washington,3,14,kansas
2021,West,First,oregon,virginia-commonwealth,7,10,virginia-commonwealth
2021,West,First,iowa,grand-canyon,2,15,iowa
2021,West,Second,gonzaga,oklahoma,1,8,gonzaga
2021,West,Second,creighton,ohio,5,13,creighton
2021,West,Second,southern-california,kansas,6,3,southern-california
2021,West,Second,oregon,iowa,7,2,oregon
2021,West,Sweet 16,gonzaga,creighton,1,5,gonzaga
2021,West,Sweet 16,southern-california,oregon,6,7,southern-california
2021,West,Elite 8,gonzaga,southern-california,1,6,gonzaga
2021,National,Final 4,baylor,houston,1,2,baylor
2021,National,Final 4,gonzaga,ucla,1,11,gonzaga
2021,National,National Championship,baylor,gonzaga,1,1,baylor
2022,East,First,baylor,norfolk-state,1,16,baylor
2022,East,First,north-carolina,marquette,8,9,north-carolina
2022,East,First,saint-marys-ca,indiana,5,12,saint-marys-ca
2022,East,First,ucla,akron,4,13,ucla
2022,East,First,texas,virginia-tech,6,11,texas
2022,East,First,purdue,yale,3,14,purdue
2022,East,First,murray-state,san-francisco,7,10,murray-state
2022,East,First,kentucky,saint-peters,2,15,saint-peters
2022,East,Second,baylor,north-carolina,1,8,north-carolina
2022,East,Second,saint-marys-ca,ucla,5,4,ucla
2022,East,Second,texas,purdue,6,3,purdue
2022,East,Second,murray-state,saint-peters,7,15,saint-peters
2022,East,Sweet 16,north-carolina,ucla,8,4,north-carolina
2022,East,Sweet 16,purdue,saint-peters,3,15,saint-peters
2022,East,Elite 8,north-carolina,saint-peters,8,15,north-carolina
2022,Midwest,First,kansas,texas-southern,1,16,kansas
2022,Midwest,First,san-diego-state,creighton,8,9,creighton
2022,Midwest,First,iowa,richmond,5,12,richmond
2022,Midwest,First,providence,south-dakota-state,4,13,providence
2022,Midwest,First,louisiana-state,iowa-state,6,11,iowa-state
2022,Midwest,First,wisconsin,colgate,3,14,wisconsin
2022,Midwest,First,southern-california,miami-fl,7,10,miami-fl
2022,Midwest,First,auburn,jacksonville-state,2,15,auburn
2022,Midwest,Second,kansas,creighton,1,9,kansas
2022,Midwest,Second,richmond,providence,12,4,providence
2022,Midwest,Second,iowa-state,wisconsin,11,3,iowa-state
2022,Midwest,Second,miami-fl,auburn,10,2,miami-fl
2022,Midwest,Sweet 16,kansas,providence,1,4,kansas
2022,Midwest,Sweet 16,iowa-state,miami-fl,11,10,miami-fl
2022,Midwest,Elite 8,kansas,miami-fl,1,10,kansas
2022,South,First,arizona,wright-state,1,16,arizona
2022,South,First,seton-hall,texas-christian,8,9,texas-christian
2022,South,First,houston,alabama-birmingham,5,12,houston
2022,South,First,illinois,chattanooga,4,13,illinois
2022,South,First,colorado-state,michigan,6,11,michigan
2022,South,First,tennessee,longwood,3,14,tennessee
2022,South,First,ohio-state,loyola-il,7,10,ohio-state
2022,South,First,villanova,delaware,2,15,villanova
2022,South,Second,arizona,texas-christian,1,9,arizona
2022,South,Second,houston,illinois,5,4,houston
2022,South,Second,michigan,tennessee,11,3,michigan
2022,South,Second,ohio-state,villanova,7,2,villanova
2022,South,Sweet 16,arizona,houston,1,5,houston
2022,South,Sweet 16,michigan,villanova,11,2,villanova
2022,South,Elite 8,houston,villanova,5,2,villanova
2022,West,First,gonzaga,georgia-state,1,16,gonzaga
2022,West,First,boise-state,memphis,8,9,memphis
2022,West,First,connecticut,new-mexico-state,5,12,new-mexico-state
2022,West,First,arkansas,vermont,4,13,arkansas
2022,West,First,alabama,notre-dame,6,11,notre-dame
2022,West,First,texas-tech,montana-state,3,14,texas-tech
2022,West,First,michigan-state,davidson,7,10,michigan-state
2022,West,First,duke,cal-state-fullerton,2,15,duke
2022,West,Second,gonzaga,memphis,1,9,gonzaga
2022,West,Second,new-mexico-state,arkansas,12,4,arkansas
2022,West,Second,notre-dame,texas-tech,11,3,texas-tech
2022,West,Second,michigan-state,duke,7,2,duke
2022,West,Sweet 16,gonzaga,arkansas,1,4,arkansas
2022,West,Sweet 16,texas-tech,duke,3,2,duke
2022,West,Elite 8,arkansas,duke,4,2,duke
2022,National,Final 4,villanova,kansas,2,1,kansas
2022,National,Final 4,duke,north-carolina,2,8,north-carolina
2022,National,National Championship,kansas,north-carolina,1,8,kansas
2023,East,First,purdue,fairleigh-dickinson,1,16,fairleigh-dickinson
2023,East,First,memphis,florida-atlantic,8,9,florida-atlantic
2023,East,First,duke,oral-roberts,5,12,duke
2023,East,First,tennessee,louisiana-lafayette,4,13,tennessee
2023,East,First,kentucky,providence,6,11,kentucky
2023,East,First,kansas-state,montana-state,3,14,kansas-state
2023,East,First,michigan-state,southern-california,7,10,michigan-state
2023,East,First,marquette,vermont,2,15,marquette
2023,East,Second,fairleigh-dickinson,florida-atlantic,16,9,florida-atlantic
2023,East,Second,duke,tennessee,5,4,tennessee
2023,East,Second,kentucky,kansas-state,6,3,kansas-state
2023,East,Second,michigan-state,marquette,7,2,michigan-state
2023,East,Sweet 16,florida-atlantic,tennessee,9,4,florida-atlantic
2023,East,Sweet 16,kansas-state,michigan-state,3,7,kansas-state
2023,East,Elite 8,florida-atlantic,kansas-state,9,3,florida-atlantic
2023,Midwest,First,houston,northern-kentucky,1,16,houston
2023,Midwest,First,iowa,auburn,8,9,auburn
2023,Midwest,First,miami-fl,drake,5,12,miami-fl
2023,Midwest,First,indiana,kent-state,4,13,indiana
2023,Midwest,First,iowa-state,pittsburgh,6,11,pittsburgh
2023,Midwest,First,xavier,kennesaw-state,3,14,xavier
2023,Midwest,First,texas-am,penn-state,7,10,penn-state
2023,Midwest,First,texas,colgate,2,15,texas
2023,Midwest,Second,houston,auburn,1,9,houston
2023,Midwest,Second,miami-fl,indiana,5,4,miami-fl
2023,Midwest,Second,pittsburgh,xavier,11,3,xavier
2023,Midwest,Second,penn-state,texas,10,2,texas
2023,Midwest,Sweet 16,houston,miami-fl,1,5,miami-fl
2023,Midwest,Sweet 16,xavier,texas,3,2,texas
2023,Midwest,Elite 8,miami-fl,texas,5,2,miami-fl
2023,South,First,alabama,texas-am-corpus-christi,1,16,alabama
2023,South,First,maryland,west-virginia,8,9,maryland
2023,South,First,san-diego-state,college-of-charleston,5,12,san-diego-state
2023,South,First,virginia,furman,4,13,furman
2023,South,First,creighton,north-carolina-state,6,11,creighton
2023,South,First,baylor,california-santa-barbara,3,14,baylor
2023,South,First,missouri,utah-state,7,10,missouri
2023,South,First,arizona,princeton,2,15,princeton
2023,South,Second,alabama,maryland,1,8,alabama
2023,South,Second,san-diego-state,furman,5,13,san-diego-state
2023,South,Second,creighton,baylor,6,3,creighton
2023,South,Second,missouri,princeton,7,15,princeton
2023,South,Sweet 16,alabama,san-diego-state,1,5,san-diego-state
2023,South,Sweet 16,creighton,princeton,6,15,creighton
2023,South,Elite 8,san-diego-state,creighton,5,6,san-diego-state
2023,West,First,kansas,howard,1,16,kansas
2023,West,First,arkansas,illinois,8,9,arkansas
2023,West,First,saint-marys-ca,virginia-commonwealth,5,12,saint-marys-ca
2023,West,First,connecticut,iona,4,13,connecticut
2023,West,First,texas-christian,arizona-state,6,11,texas-christian
2023,West,First,gonzaga,grand-canyon,3,14,gonzaga
2023,West,First,northwestern,boise-state,7,10,northwestern
2023,West,First,ucla,north-carolina-asheville,2,15,ucla
2023,West,Second,kansas,arkansas,1,8,arkansas
2023,West,Second,saint-marys-ca,connecticut,5,4,connecticut
2023,West,Second,texas-christian,gonzaga,6,3,gonzaga
2023,West,Second,northwestern,ucla,7,2,ucla
2023,West,Sweet 16,arkansas,connecticut,8,4,connecticut
2023,West,Sweet 16,gonzaga,ucla,3,2,gonzaga
2023,West,Elite 8,connecticut,gonzaga,4,3,connecticut
2023,National,Final 4,florida-atlantic,san-diego-state,9,5,san-diego-state
2023,National,Final 4,miami-fl,connecticut,5,4,connecticut
2023,National,National Championship,san-diego-state,connecticut,5,4,connecticut
2024,East,First,connecticut,stetson,1,16,connecticut
2024,East,First,florida-atlantic,northwestern,8,9,northwestern
2024,East,First,san-diego-state,alabama-birmingham,5,12,san-diego-state
2024,East,First,auburn,yale,4,13,yale
2024,East,First,brigham-young,duquesne,6,11,duquesne
2024,East,First,illinois,morehead-state,3,14,illinois
2024,East,First,washington-state,drake,7,10,washington-state
2024,East,First,iowa-state,south-dakota-state,2,15,iowa-state
2024,East,Second,connecticut,northwestern,1,9,connecticut
2024,East,Second,san-diego-state,yale,5,13,san-diego-state
2024,East,Second,duquesne,illinois,11,3,illinois
2024,East,Second,washington-state,iowa-state,7,2,iowa-state
2024,East,Sweet 16,connecticut,san-diego-state,1,5,connecticut
2024,East,Sweet 16,illinois,iowa-state,3,2,illinois
2024,East,Elite 8,connecticut,illinois,1,3,connecticut
2024,Midwest,First,purdue,grambling,1,16,purdue
2024,Midwest,First,utah-state,texas-christian,8,9,utah-state
2024,Midwest,First,gonzaga,mcneese-state,5,12,gonzaga
2024,Midwest,First,kansas,samford,4,13,kansas
2024,Midwest,First,south-carolina,oregon,6,11,oregon
2024,Midwest,First,creighton,akron,3,14,creighton
2024,Midwest,First,texas,colorado-state,7,10,texas
2024,Midwest,First,tennessee,saint-peters,2,15,tennessee
2024,Midwest,Second,purdue,utah-state,1,8,purdue
2024,Midwest,Second,gonzaga,kansas,5,4,gonzaga
2024,Midwest,Second,oregon,creighton,11,3,creighton
2024,Midwest,Second,texas,tennessee,7,2,tennessee
2024,Midwest,Sweet 16,purdue,gonzaga,1,5,purdue
2024,Midwest,Sweet 16,creighton,tennessee,3,2,tennessee
2024,Midwest,Elite 8,purdue,tennessee,1,2,purdue
2024,South,First,houston,longwood,1,16,houston
2024,South,First,nebraska,texas-am,8,9,texas-am
2024,South,First,wisconsin,james-madison,5,12,james-madison
2024,South,First,duke,vermont,4,13,duke
2024,South,First,texas-tech,north-carolina-state,6,11,north-carolina-state
2024,South,First,kentucky,oakland,3,14,oakland
2024,South,First,florida,colorado,7,10,colorado
2024,South,First,marquette,western-kentucky,2,15,marquette
2024,South,Second,houston,texas-am,1,9,houston
2024,South,Second,james-madison,duke,12,4,duke
2024,South,Second,north-carolina-state,oakland,11,14,north-carolina-state
2024,South,Second,colorado,marquette,10,2,marquette
2024,South,Sweet 16,houston,duke,1,4,duke
2024,South,Sweet 16,north-carolina-state,marquette,11,2,north-carolina-state
2024,South,Elite 8,duke,north-carolina-state,4,11,north-carolina-state
2024,West,First,north-carolina,wagner,1,16,north-carolina
2024,West,First,mississippi-state,michigan-state,8,9,michigan-state
2024,West,First,saint-marys-ca,grand-canyon,5,12,grand-canyon
2024,West,First,alabama,college-of-charleston,4,13,alabama
2024,West,First,clemson,new-mexico,6,11,clemson
2024,West,First,baylor,colgate,3,14,baylor
2024,West,First,dayton,nevada,7,10,dayton
2024,West,First,arizona,long-beach-state,2,15,arizona
2024,West,Second,north-carolina,michigan-state,1,9,north-carolina
2024,West,Second,grand-canyon,alabama,12,4,alabama
2024,West,Second,clemson,baylor,6,3,clemson
2024,West,Second,dayton,arizona,7,2,arizona
2024,West,Sweet 16,north-carolina,alabama,1,4,alabama
2024,West,Sweet 16,clemson,arizona,6,2,clemson
2024,West,Elite 8,alabama,clemson,4,6,alabama
2024,National,Final 4,connecticut,alabama,1,4,connecticut
2024,National,Final 4,purdue,north-carolina-state,1,11,purdue
2024,National,National Championship,connecticut,purdue,1,1,connecticut
2025,East,First,duke,mount-st-marys,1,16,duke
2025,East,First,mississippi-state,baylor,8,9,baylor
2025,East,First,oregon,liberty,5,12,oregon
2025,East,First,arizona,akron,4,13,arizona
2025,East,First,brigham-young,virginia-commonwealth,6,11,brigham-young
2025,East,First,wisconsin,montana,3,14,wisconsin
2025,East,First,saint-marys-ca,vanderbilt,7,10,saint-marys-ca
2025,East,First,alabama,robert-morris,2,15,alabama
2025,East,Second,duke,baylor,1,9,duke
2025,East,Second,oregon,arizona,5,4,arizona
2025,East,Second,brigham-young,wisconsin,6,3,brigham-young
2025,East,Second,saint-marys-ca,alabama,7,2,alabama
2025,East,Sweet 16,duke,arizona,1,4,duke
2025,East,Sweet 16,brigham-young,alabama,6,2,alabama
2025,East,Elite 8,duke,alabama,1,2,duke
2025,Midwest,First,houston,southern-illinois-edwardsville,1,16,houston
2025,Midwest,First,gonzaga,georgia,8,9,gonzaga
2025,Midwest,First,clemson,mcneese-state,5,12,mcneese-state
2025,Midwest,First,purdue,high-point,4,13,purdue
2025,Midwest,First,illinois,xavier,6,11,illinois
2025,Midwest,First,kentucky,troy,3,14,kentucky
2025,Midwest,First,ucla,utah-state,7,10,ucla
2025,Midwest,First,tennessee,wofford,2,15,tennessee
2025,Midwest,Second,houston,gonzaga,1,8,houston
2025,Midwest,Second,mcneese-state,purdue,12,4,purdue
2025,Midwest,Second,illinois,kentucky,6,3,kentucky
2025,Midwest,Second,ucla,tennessee,7,2,tennessee
2025,Midwest,Sweet 16,houston,purdue,1,4,houston
2025,Midwest,Sweet 16,kentucky,tennessee,3,2,tennessee
2025,Midwest,Elite 8,houston,tennessee,1,2,houston
2025,South,First,auburn,alabama-state,1,16,auburn
2025,South,First,louisville,creighton,8,9,creighton
2025,South,First,michigan,california-san-diego,5,12,michigan
2025,South,First,texas-am,yale,4,13,texas-am
2025,South,First,mississippi,north-carolina,6,11,mississippi
2025,South,First,iowa-state,lipscomb,3,14,iowa-state
2025,South,First,marquette,new-mexico,7,10,new-mexico
2025,South,First,michigan-state,bryant,2,15,michigan-state
2025,South,Second,auburn,creighton,1,9,auburn
2025,South,Second,michigan,texas-am,5,4,michigan
2025,South,Second,mississippi,iowa-state,6,3,mississippi
2025,South,Second,new-mexico,michigan-state,10,2,michigan-state
2025,South,Sweet 16,auburn,michigan,1,5,auburn
2025,South,Sweet 16,mississippi,michigan-state,6,2,michigan-state
2025,South,Elite 8,auburn,michigan-state,1,2,auburn
2025,West,First,florida,norfolk-state,1,16,florida
2025,West,First,connecticut,oklahoma,8,9,connecticut
2025,West,First,memphis,colorado-state,5,12,colorado-state
2025,West,First,maryland,grand-canyon,4,13,maryland
2025,West,First,missouri,drake,6,11,drake
2025,West,First,texas-tech,north-carolina-wilmington,3,14,texas-tech
2025,West,First,kansas,arkansas,7,10,arkansas
2025,West,First,st-johns-ny,nebraska-omaha,2,15,st-johns-ny
2025,West,Second,florida,connecticut,1,8,florida
2025,West,Second,colorado-state,maryland,12,4,maryland
2025,West,Second,drake,texas-tech,11,3,texas-tech
2025,West,Second,arkansas,st-johns-ny,10,2,arkansas
2025,West,Sweet 16,florida,maryland,1,4,florida
2025,West,Sweet 16,texas-tech,arkansas,3,10,texas-tech
2025,West,Elite 8,florida,texas-tech,1,3,florida
2025,National,Final 4,auburn,florida,1,1,florida
2025,National,Final 4,duke,houston,1,1,houston
2025,National,National Championship,florida,houston,1,1,florida
